city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population,estimated_population_2019,is_last,order_for_place,place_type,state
Carmo de Minas,3114105,988,6610.02208,2021-09-22,0.0233,23,14947.0,14859.0,True,341,city,MG
Carmo do Cajuru,3114204,1407,6200.14983,2021-09-22,0.037,52,22693.0,22478.0,True,409,city,MG
Carmo do Paranaíba,3114303,3298,10872.28852,2021-09-22,0.0334,110,30334.0,30329.0,True,362,city,MG
Carmo do Rio Claro,3114402,1606,7551.25071,2021-09-22,0.038,61,21268.0,21225.0,True,346,city,MG
Carmópolis de Minas,3114501,2347,11999.59098,2021-09-22,0.0222,52,19559.0,19355.0,True,369,city,MG
Carneirinho,3114550,1337,13282.33658,2021-09-22,0.0337,45,10066.0,10027.0,True,321,city,MG
Carrancas,3114600,428,10570.51124,2021-09-22,0.0234,10,4049.0,4047.0,True,344,city,MG
Carvalhópolis,3114709,281,7812.06561,2021-09-22,0.0249,7,3597.0,3579.0,True,340,city,MG
Carvalhos,3114808,245,5492.04214,2021-09-22,0.0082,2,4461.0,4478.0,True,317,city,MG
Casa Grande,3114907,117,5190.77196,2021-09-22,0.0342,4,2254.0,2257.0,True,317,city,MG
Cascalho Rico,3115003,228,7373.86805,2021-09-22,0.0175,4,3092.0,3075.0,True,364,city,MG
Cássia,3115102,1740,9808.34273,2021-09-22,0.0333,58,17740.0,17740.0,True,319,city,MG
Cataguases,3115300,7900,10458.03548,2021-09-22,0.0327,258,75540.0,75123.0,True,391,city,MG
Catas Altas,3115359,564,10403.9845,2021-09-22,0.0213,12,5421.0,5376.0,True,359,city,MG
Catas Altas da Noruega,3115409,120,3284.97126,2021-09-22,0.0333,4,3653.0,3641.0,True,344,city,MG
Catuji,3115458,552,8822.11923,2021-09-22,0.0127,7,6257.0,6311.0,True,374,city,MG
Catuti,3115474,245,4934.54179,2021-09-22,0.0163,4,4965.0,4986.0,True,317,city,MG
Caxambu,3115508,1922,8894.03054,2021-09-22,0.0255,49,21610.0,21656.0,True,364,city,MG
Cedro do Abaeté,3115607,38,3284.35609,2021-09-22,0.0,0,1157.0,1164.0,True,317,city,MG
Central de Minas,3115706,721,10232.75617,2021-09-22,0.0458,33,7046.0,7032.0,True,324,city,MG
Centralina,3115805,1310,12661.89832,2021-09-22,0.0405,53,10346.0,10350.0,True,399,city,MG
Chácara,3115904,242,7595.73132,2021-09-22,0.0413,10,3186.0,3154.0,True,360,city,MG
Chalé,3116001,698,12247.76277,2021-09-22,0.0143,10,5699.0,5704.0,True,352,city,MG
Chapada do Norte,3116100,231,1505.37634,2021-09-22,0.0173,4,15345.0,15356.0,True,317,city,MG
Chapada Gaúcha,3116159,1438,10306.02738,2021-09-22,0.0104,15,13953.0,13680.0,True,317,city,MG
Chiador,3116209,338,12654.43654,2021-09-22,0.0207,7,2671.0,2687.0,True,362,city,MG
Cipotânea,3116308,538,7912.92837,2021-09-22,0.0428,23,6799.0,6787.0,True,356,city,MG
Claraval,3116407,517,10653.2042,2021-09-22,0.0077,4,4853.0,4843.0,True,322,city,MG
Claro dos Poções,3116506,506,6734.09635,2021-09-22,0.0198,10,7514.0,7551.0,True,317,city,MG
Cláudio,3116605,4283,14841.12409,2021-09-22,0.0152,65,28859.0,28617.0,True,367,city,MG
Coimbra,3116704,593,7808.79642,2021-09-22,0.0202,12,7594.0,7556.0,True,345,city,MG
Coluna,3116803,492,5564.98134,2021-09-22,0.0203,10,8841.0,8873.0,True,317,city,MG
Comendador Gomes,3116902,416,13333.33333,2021-09-22,0.012,5,3120.0,3111.0,True,317,city,MG
Comercinho,3117009,450,6643.04694,2021-09-22,0.0133,6,6774.0,6929.0,True,370,city,MG
Conceição da Aparecida,3117108,776,7517.92288,2021-09-22,0.0116,9,10322.0,10292.0,True,317,city,MG
Conceição da Barra de Minas,3115201,274,6943.7405,2021-09-22,0.0182,5,3946.0,3954.0,True,329,city,MG
Conceição das Alagoas,3117306,4770,16827.77111,2021-09-22,0.0291,139,28346.0,27893.0,True,394,city,MG
Conceição das Pedras,3117207,185,6576.6086,2021-09-22,0.0216,4,2813.0,2812.0,True,338,city,MG
Conceição de Ipanema,3117405,397,8671.90913,2021-09-22,0.0101,4,4578.0,4574.0,True,317,city,MG
Conceição do Mato Dentro,3117504,3060,17482.71725,2021-09-22,0.0124,38,17503.0,17842.0,True,349,city,MG
Conceição do Pará,3117603,351,6343.75565,2021-09-22,0.0285,10,5533.0,5507.0,True,317,city,MG
Conceição do Rio Verde,3117702,1260,9207.83397,2021-09-22,0.0198,25,13684.0,13638.0,True,360,city,MG
Conceição dos Ouros,3117801,1097,9337.75962,2021-09-22,0.0319,35,11748.0,11638.0,True,346,city,MG
Cônego Marinho,3117836,131,1704.39761,2021-09-22,0.0153,2,7686.0,7642.0,True,334,city,MG
Confins,3117876,550,8088.23529,2021-09-22,0.0309,17,6800.0,6730.0,True,338,city,MG
Congonhal,3117900,1364,11289.5216,2021-09-22,0.0213,29,12082.0,11950.0,True,365,city,MG
Congonhas,3118007,8422,15227.17822,2021-09-22,0.0128,108,55309.0,54762.0,True,363,city,MG
Congonhas do Norte,3118106,96,1902.49703,2021-09-22,0.0312,3,5046.0,5045.0,True,324,city,MG
Conquista,3118205,868,12455.15856,2021-09-22,0.0173,15,6969.0,6939.0,True,317,city,MG
Conselheiro Lafaiete,3118304,15645,12071.20041,2021-09-22,0.0178,279,129606.0,128589.0,True,388,city,MG
Conselheiro Pena,3118403,2306,10048.36812,2021-09-22,0.0221,51,22949.0,22921.0,True,349,city,MG
Consolação,3118502,89,4988.78924,2021-09-22,0.0337,3,1784.0,1783.0,True,317,city,MG
Contagem,3118601,47053,7033.86955,2021-09-22,0.0398,1875,668949.0,663855.0,True,413,city,MG
Coqueiral,3118700,761,8336.9851,2021-09-22,0.0302,23,9128.0,9159.0,True,351,city,MG
Coração de Jesus,3118809,772,2901.05595,2021-09-22,0.0259,20,26611.0,26602.0,True,337,city,MG
Cordisburgo,3118908,411,4619.53467,2021-09-22,0.0414,17,8897.0,8890.0,True,323,city,MG
Cordislândia,3119005,282,7961.60361,2021-09-22,0.0106,3,3542.0,3538.0,True,317,city,MG
Corinto,3119104,1412,5965.86108,2021-09-22,0.0333,47,23668.0,23731.0,True,353,city,MG
Coroaci,3119203,497,4998.4914,2021-09-22,0.0262,13,9943.0,9991.0,True,333,city,MG
Coromandel,3119302,2217,7927.48337,2021-09-22,0.041,91,27966.0,27974.0,True,388,city,MG
Coronel Fabriciano,3119401,14524,13168.91831,2021-09-22,0.0237,344,110290.0,109855.0,True,418,city,MG
Coronel Murta,3119500,342,3711.34021,2021-09-22,0.0205,7,9215.0,9222.0,True,317,city,MG
Coronel Pacheco,3119609,210,6796.1165,2021-09-22,0.0476,10,3090.0,3086.0,True,347,city,MG
Coronel Xavier Chaves,3119708,320,9299.6222,2021-09-22,0.0125,4,3441.0,3434.0,True,338,city,MG
Córrego Danta,3119807,185,5797.55563,2021-09-22,0.0378,7,3191.0,3215.0,True,318,city,MG
Córrego do Bom Jesus,3119906,459,12425.55495,2021-09-22,0.0174,8,3694.0,3704.0,True,360,city,MG
Córrego Fundo,3119955,792,12409.90285,2021-09-22,0.0101,8,6382.0,6337.0,True,333,city,MG
Córrego Novo,3120003,339,12426.68622,2021-09-22,0.0383,13,2728.0,2771.0,True,347,city,MG
Couto de Magalhães de Minas,3120102,162,3662.67239,2021-09-22,0.037,6,4423.0,4410.0,True,368,city,MG
Crisólita,3120151,260,3846.15385,2021-09-22,0.0115,3,6760.0,6704.0,True,348,city,MG
Cristais,3120201,1577,12195.49919,2021-09-22,0.019,30,12931.0,12798.0,True,323,city,MG
Cristália,3120300,417,6970.91274,2021-09-22,0.0072,3,5982.0,5971.0,True,317,city,MG
Cristiano Otoni,3120409,474,9193.173,2021-09-22,0.0338,16,5156.0,5150.0,True,317,city,MG
Cristina,3120508,591,5779.38588,2021-09-22,0.0152,9,10226.0,10242.0,True,362,city,MG
Crucilândia,3120607,519,10269.09379,2021-09-22,0.0154,8,5054.0,5034.0,True,332,city,MG
Cruzeiro da Fortaleza,3120706,370,10167.62847,2021-09-22,0.0189,7,3639.0,3626.0,True,321,city,MG
Cruzília,3120805,1374,8879.41062,2021-09-22,0.0291,40,15474.0,15417.0,True,362,city,MG
Cuparaque,3120839,506,10109.89011,2021-09-22,0.0138,7,5005.0,4982.0,True,334,city,MG
Curral de Dentro,3120870,672,8616.48929,2021-09-22,0.0193,13,7799.0,7729.0,True,334,city,MG
Curvelo,3120904,5226,6482.5841,2021-09-22,0.0509,266,80616.0,80129.0,True,385,city,MG
Datas,3121001,558,10293.30382,2021-09-22,0.0233,13,5421.0,5410.0,True,318,city,MG
Delfim Moreira,3121100,491,6125.2495,2021-09-22,0.0489,24,8016.0,8025.0,True,361,city,MG
Delfinópolis,3121209,590,8273.7344,2021-09-22,0.0203,12,7131.0,7114.0,True,357,city,MG
Delta,3121258,1555,14440.93611,2021-09-22,0.0154,24,10768.0,10533.0,True,347,city,MG
Descoberto,3121308,361,7178.36548,2021-09-22,0.0277,10,5029.0,5013.0,True,346,city,MG
Desterro de Entre Rios,3121407,394,5430.73742,2021-09-22,0.0254,10,7255.0,7243.0,True,324,city,MG
Desterro do Melo,3121506,166,5755.89459,2021-09-22,0.0,0,2884.0,2901.0,True,317,city,MG
Diamantina,3121605,4868,10178.77679,2021-09-22,0.0199,97,47825.0,47723.0,True,360,city,MG
Diogo de Vasconcelos,3121704,169,4459.1029,2021-09-22,0.0059,1,3790.0,3802.0,True,376,city,MG
Dionísio,3121803,375,4928.37429,2021-09-22,0.0427,16,7609.0,7729.0,True,367,city,MG
Divinésia,3121902,371,10835.28037,2021-09-22,0.0216,8,3424.0,3417.0,True,399,city,MG
Divino,3122009,1701,8515.21826,2021-09-22,0.0218,37,19976.0,19931.0,True,369,city,MG
Divino das Laranjeiras,3122108,345,6936.06755,2021-09-22,0.0406,14,4974.0,4979.0,True,355,city,MG
Divinolândia de Minas,3122207,409,5371.68374,2021-09-22,0.0293,12,7614.0,7571.0,True,317,city,MG
Divinópolis,3122306,20922,8702.7054,2021-09-22,0.0298,623,240408.0,238230.0,True,426,city,MG
Divisa Alegre,3122355,415,6042.51602,2021-09-22,0.0241,10,6868.0,6786.0,True,348,city,MG
Divisa Nova,3122405,524,8697.09544,2021-09-22,0.0248,13,6025.0,6011.0,True,375,city,MG
Divisópolis,3122454,495,4415.3064,2021-09-22,0.0141,7,11211.0,11019.0,True,317,city,MG
Dom Bosco,3122470,311,8508.89193,2021-09-22,0.0289,9,3655.0,3677.0,True,341,city,MG
Dom Cavati,3122504,627,12420.7607,2021-09-22,0.0367,23,5048.0,5072.0,True,348,city,MG
Dom Joaquim,3122603,651,14625.92676,2021-09-22,0.0108,7,4451.0,4195.0,True,337,city,MG
Dom Silvério,3122702,445,8505.35168,2021-09-22,0.0315,14,5232.0,5237.0,True,323,city,MG
Dom Viçoso,3122801,206,6873.54021,2021-09-22,0.0194,4,2997.0,3001.0,True,317,city,MG
Dona Euzébia,3122900,1039,15697.23523,2021-09-22,0.0144,15,6619.0,6572.0,True,317,city,MG
Dores de Campos,3123007,1131,11063.28866,2021-09-22,0.0327,37,10223.0,10153.0,True,324,city,MG
Dores de Guanhães,3123106,294,5704.30733,2021-09-22,0.0306,9,5154.0,5169.0,True,333,city,MG
Dores do Indaiá,3123205,1291,9614.95494,2021-09-22,0.0124,16,13427.0,13483.0,True,351,city,MG
Dores do Turvo,3123304,432,10212.76596,2021-09-22,0.0255,11,4230.0,4259.0,True,317,city,MG
Doresópolis,3123403,139,9067.18852,2021-09-22,0.0072,1,1533.0,1527.0,True,333,city,MG
Douradoquara,3123502,91,4759.41423,2021-09-22,0.033,3,1912.0,1908.0,True,318,city,MG
Durandé,3123528,1439,18284.62516,2021-09-22,0.0069,10,7870.0,7841.0,True,345,city,MG
Elói Mendes,3123601,3070,10840.39548,2021-09-22,0.0202,62,28320.0,28076.0,True,368,city,MG
Engenheiro Caldas,3123700,773,6900.55347,2021-09-22,0.0375,29,11202.0,11134.0,True,362,city,MG
Engenheiro Navarro,3123809,248,3424.94131,2021-09-22,0.0323,8,7241.0,7242.0,True,353,city,MG
Entre Folhas,3123858,606,11270.22503,2021-09-22,0.0182,11,5377.0,5370.0,True,342,city,MG
Entre Rios de Minas,3123908,813,5286.08583,2021-09-22,0.0271,22,15380.0,15298.0,True,326,city,MG
Ervália,3124005,1645,8677.07564,2021-09-22,0.0213,35,18958.0,18895.0,True,356,city,MG
Esmeraldas,3124104,2720,3801.48426,2021-09-22,0.0529,144,71551.0,70552.0,True,402,city,MG
Espera Feliz,3124203,2882,11472.01656,2021-09-22,0.0135,39,25122.0,24951.0,True,387,city,MG
Espinosa,3124302,2233,7064.22018,2021-09-22,0.0193,43,31610.0,31617.0,True,393,city,MG
Espírito Santo do Dourado,3124401,445,9447.98301,2021-09-22,0.036,16,4710.0,4692.0,True,384,city,MG
Estiva,3124500,1531,13446.33761,2021-09-22,0.0163,25,11386.0,11354.0,True,381,city,MG
Estrela Dalva,3124609,194,8344.08602,2021-09-22,0.0412,8,2325.0,2343.0,True,365,city,MG
Estrela do Indaiá,3124708,69,1976.51103,2021-09-22,0.0,0,3491.0,3500.0,True,317,city,MG
Estrela do Sul,3124807,731,9116.98678,2021-09-22,0.0287,21,8018.0,7978.0,True,362,city,MG
Eugenópolis,3124906,1300,11473.96293,2021-09-22,0.0154,20,11330.0,11275.0,True,359,city,MG
Ewbank da Câmara,3125002,388,9890.39001,2021-09-22,0.0361,14,3923.0,3913.0,True,324,city,MG
Extrema,3125101,8660,23436.44286,2021-09-22,0.015,130,36951.0,36225.0,True,407,city,MG
Fama,3125200,142,5976.43098,2021-09-22,0.007,1,2376.0,2377.0,True,317,city,MG
Faria Lemos,3125309,272,8444.58243,2021-09-22,0.0221,6,3221.0,3241.0,True,379,city,MG
Felício dos Santos,3125408,231,4910.71429,2021-09-22,0.0216,5,4704.0,4753.0,True,317,city,MG
Felisburgo,3125606,604,8049.04051,2021-09-22,0.0265,16,7504.0,7457.0,True,317,city,MG
Felixlândia,3125705,1197,7756.10704,2021-09-22,0.0209,25,15433.0,15336.0,True,318,city,MG
Fernandes Tourinho,3125804,121,3491.05597,2021-09-22,0.0992,12,3466.0,3431.0,True,317,city,MG
Ferros,3125903,478,4929.86799,2021-09-22,0.023,11,9696.0,9820.0,True,394,city,MG
Fervedouro,3125952,1275,11534.28623,2021-09-22,0.0141,18,11054.0,11006.0,True,366,city,MG
Florestal,3126000,288,3823.17802,2021-09-22,0.0451,13,7533.0,7461.0,True,350,city,MG
Formiga,3126109,11050,16292.6484,2021-09-22,0.022,243,67822.0,67683.0,True,399,city,MG
Formoso,3126208,244,2518.57969,2021-09-22,0.0369,9,9688.0,9562.0,True,336,city,MG
Fortaleza de Minas,3126307,296,6671.17422,2021-09-22,0.0236,7,4437.0,4412.0,True,318,city,MG
Fortuna de Minas,3126406,126,4246.71385,2021-09-22,0.0159,2,2967.0,2947.0,True,317,city,MG
Francisco Badaró,3126505,144,1395.21364,2021-09-22,0.0278,4,10321.0,10332.0,True,352,city,MG
Francisco Dumont,3126604,182,3471.95727,2021-09-22,0.033,6,5242.0,5215.0,True,319,city,MG
Franciscópolis,3126752,313,5863.61933,2021-09-22,0.0096,3,5338.0,5391.0,True,317,city,MG
Francisco Sá,3126703,1022,3875.76321,2021-09-22,0.045,46,26369.0,26277.0,True,343,city,MG
Frei Gaspar,3126802,610,10393.59346,2021-09-22,0.023,14,5869.0,5880.0,True,330,city,MG
Frei Inocêncio,3126901,817,8454.05629,2021-09-22,0.033,27,9664.0,9611.0,True,355,city,MG
Frei Lagonegro,3126950,172,4932.60683,2021-09-22,0.0291,5,3487.0,3478.0,True,317,city,MG
Fronteira,3127008,2193,11859.18235,2021-09-22,0.0296,65,18492.0,18103.0,True,372,city,MG
Fronteira dos Vales,3127057,337,7388.73054,2021-09-22,0.0297,10,4561.0,4581.0,True,317,city,MG
Fruta de Leite,3127073,143,2698.62238,2021-09-22,0.021,3,5299.0,5369.0,True,326,city,MG
Frutal,3127107,9137,15225.28828,2021-09-22,0.0305,279,60012.0,59496.0,True,399,city,MG
Funilândia,3127206,339,7718.57923,2021-09-22,0.0265,9,4392.0,4349.0,True,317,city,MG
Galiléia,3127305,552,8129.60236,2021-09-22,0.038,21,6790.0,6817.0,True,334,city,MG
Gameleiras,3127339,314,6161.69545,2021-09-22,0.0159,5,5096.0,5109.0,True,317,city,MG
Glaucilândia,3127354,185,5847.02908,2021-09-22,0.0378,7,3164.0,3150.0,True,317,city,MG
Goiabeira,3127370,256,7578.44879,2021-09-22,0.0312,8,3378.0,3353.0,True,324,city,MG
Goianá,3127388,322,8070.17544,2021-09-22,0.0186,6,3990.0,3966.0,True,391,city,MG
Gonçalves,3127404,333,7646.38347,2021-09-22,0.024,8,4355.0,4350.0,True,317,city,MG
Gonzaga,3127503,398,6449.52196,2021-09-22,0.0402,16,6171.0,6158.0,True,346,city,MG
Gouveia,3127602,689,5830.08969,2021-09-22,0.0493,34,11818.0,11825.0,True,354,city,MG
Governador Valadares,3127701,31686,11274.31097,2021-09-22,0.0393,1245,281046.0,279885.0,True,410,city,MG
Grão Mogol,3127800,716,4505.9786,2021-09-22,0.0168,12,15890.0,15836.0,True,348,city,MG
Grupiara,3127909,89,6416.72675,2021-09-22,0.0337,3,1387.0,1388.0,True,317,city,MG
Guanhães,3128006,3432,9926.82151,2021-09-22,0.0137,47,34573.0,34319.0,True,359,city,MG
Guapé,3128105,1132,7939.40244,2021-09-22,0.0345,39,14258.0,14245.0,True,363,city,MG
Guaraciaba,3128204,594,5758.60397,2021-09-22,0.0522,31,10315.0,10324.0,True,317,city,MG
Guaraciama,3128253,205,4109.03989,2021-09-22,0.0244,5,4989.0,4972.0,True,337,city,MG
Guaranésia,3128303,2103,11058.52658,2021-09-22,0.0171,36,19017.0,19021.0,True,391,city,MG
Guarani,3128402,928,10405.92061,2021-09-22,0.0075,7,8918.0,8911.0,True,339,city,MG
Guarará,3128501,571,15125.82781,2021-09-22,0.0315,18,3775.0,3796.0,True,359,city,MG
Guarda-Mor,3128600,693,10549.55092,2021-09-22,0.0188,13,6569.0,6580.0,True,334,city,MG
Guaxupé,3128709,6233,11968.58558,2021-09-22,0.0247,154,52078.0,51917.0,True,388,city,MG
Guidoval,3128808,796,11289.17884,2021-09-22,0.0239,19,7051.0,7078.0,True,317,city,MG
Guimarânia,3128907,1002,12362.73905,2021-09-22,0.017,17,8105.0,8039.0,True,409,city,MG
Guiricema,3129004,904,10835.4309,2021-09-22,0.0354,32,8343.0,8392.0,True,337,city,MG
Gurinhatã,3129103,482,8642.63941,2021-09-22,0.0104,5,5577.0,5639.0,True,317,city,MG
Heliodora,3129202,711,10787.43741,2021-09-22,0.0225,16,6591.0,6558.0,True,353,city,MG
Iapu,3129301,1188,10755.99819,2021-09-22,0.0303,36,11045.0,11004.0,True,354,city,MG
Ibertioga,3129400,251,5009.98004,2021-09-22,0.0478,12,5010.0,5021.0,True,317,city,MG
Ibiá,3129509,2574,10150.6428,2021-09-22,0.0206,53,25358.0,25199.0,True,353,city,MG
Ibiaí,3129608,320,3792.81735,2021-09-22,0.0312,10,8437.0,8395.0,True,376,city,MG
Ibiracatu,3129657,214,3985.84466,2021-09-22,0.0093,2,5369.0,5400.0,True,329,city,MG
Ibiraci,3129707,1148,8208.20821,2021-09-22,0.0218,25,13986.0,13828.0,True,327,city,MG
Ibirité,3129806,9575,5256.57003,2021-09-22,0.0409,392,182153.0,180204.0,True,394,city,MG
Ibitiúra de Minas,3129905,579,16580.75601,2021-09-22,0.0086,5,3492.0,3488.0,True,317,city,MG
Ibituruna,3130002,322,10747.66355,2021-09-22,0.0031,1,2996.0,2989.0,True,329,city,MG
Icaraí de Minas,3130051,367,3033.81004,2021-09-22,0.0082,3,12097.0,11990.0,True,375,city,MG
Igarapé,3130101,3225,7360.15702,2021-09-22,0.0322,104,43817.0,43045.0,True,373,city,MG
Igaratinga,3130200,1043,9477.51022,2021-09-22,0.0144,15,11005.0,10860.0,True,359,city,MG
Iguatama,3130309,667,8418.52834,2021-09-22,0.015,10,7923.0,7947.0,True,338,city,MG
Ijaci,3130408,468,7080.18154,2021-09-22,0.0299,14,6610.0,6550.0,True,341,city,MG
Ilicínea,3130507,763,6131.46898,2021-09-22,0.0367,28,12444.0,12375.0,True,368,city,MG
Imbé de Minas,3130556,370,5331.4121,2021-09-22,0.0189,7,6940.0,6903.0,True,379,city,MG
Importados/Indefinidos,,4266,,2021-09-22,0.0865,369,,,True,414,city,MG
Inconfidentes,3130606,555,7542.81055,2021-09-22,0.0216,12,7358.0,7328.0,True,359,city,MG
Indaiabira,3130655,451,6145.2514,2021-09-22,0.0022,1,7339.0,7351.0,True,317,city,MG
Indianópolis,3130705,726,10444.54035,2021-09-22,0.0096,7,6951.0,6891.0,True,334,city,MG
Ingaí,3130804,172,6195.96542,2021-09-22,0.0407,7,2776.0,2767.0,True,348,city,MG
Inhapim,3130903,2172,9020.30815,2021-09-22,0.029,63,24079.0,24140.0,True,361,city,MG
Inhaúma,3131000,740,11723.70089,2021-09-22,0.0297,22,6312.0,6271.0,True,334,city,MG
Inimutaba,3131109,576,7619.04762,2021-09-22,0.0295,17,7560.0,7515.0,True,333,city,MG
Ipaba,3131158,1883,10032.5004,2021-09-22,0.0271,51,18769.0,18607.0,True,397,city,MG
Ipanema,3131208,2806,14030.0,2021-09-22,0.0235,66,20000.0,19861.0,True,349,city,MG
Ipatinga,3131307,32982,12426.85817,2021-09-22,0.0276,910,265409.0,263410.0,True,422,city,MG
Ipiaçu,3131406,548,12970.4142,2021-09-22,0.0109,6,4225.0,4221.0,True,381,city,MG
Ipuiúna,3131505,1422,14054.1609,2021-09-22,0.0295,42,10118.0,10079.0,True,394,city,MG
Iraí de Minas,3131604,895,12736.58745,2021-09-22,0.0156,14,7027.0,6987.0,True,338,city,MG
Itabira,3131703,22217,18375.73612,2021-09-22,0.0168,374,120904.0,120060.0,True,402,city,MG
Itabirinha,3131802,1145,9891.15411,2021-09-22,0.0341,39,11576.0,11512.0,True,340,city,MG
Itabirito,3131901,13845,26398.5814,2021-09-22,0.0114,158,52446.0,51875.0,True,366,city,MG
Itacambira,3132008,174,3212.11002,2021-09-22,0.0172,3,5417.0,5385.0,True,317,city,MG
Itacarambi,3132107,759,4178.59502,2021-09-22,0.0224,17,18164.0,18153.0,True,372,city,MG
Itaguara,3132206,2210,16449.57201,2021-09-22,0.0149,33,13435.0,13358.0,True,388,city,MG
Itaipé,3132305,381,2968.2144,2021-09-22,0.0157,6,12836.0,12760.0,True,359,city,MG
Itajubá,3132404,10026,10300.61438,2021-09-22,0.0418,419,97334.0,96869.0,True,395,city,MG
Itamarandiba,3132503,2287,6546.25601,2021-09-22,0.0122,28,34936.0,34735.0,True,322,city,MG
Itamarati de Minas,3132602,575,13142.85714,2021-09-22,0.007,4,4375.0,4355.0,True,357,city,MG
Itambacuri,3132701,920,3963.97949,2021-09-22,0.0283,26,23209.0,23211.0,True,366,city,MG
Itambé do Mato Dentro,3132800,109,5301.55642,2021-09-22,0.0459,5,2056.0,2081.0,True,317,city,MG
Itamogi,3132909,1316,12956.58167,2021-09-22,0.0342,45,10157.0,10192.0,True,356,city,MG
Itamonte,3133006,2154,13707.52195,2021-09-22,0.0195,42,15714.0,15579.0,True,379,city,MG
Itanhandu,3133105,2580,16728.26298,2021-09-22,0.0221,57,15423.0,15331.0,True,396,city,MG
Itanhomi,3133204,913,7456.71349,2021-09-22,0.0285,26,12244.0,12228.0,True,333,city,MG
Itaobim,3133303,1939,9220.60012,2021-09-22,0.0273,53,21029.0,21062.0,True,386,city,MG
Itapagipe,3133402,2523,16405.488,2021-09-22,0.0242,61,15379.0,15243.0,True,324,city,MG
Itapecerica,3133501,1602,7361.79404,2021-09-22,0.0225,36,21761.0,21762.0,True,395,city,MG
Itapeva,3133600,1809,18307.86358,2021-09-22,0.021,38,9881.0,9783.0,True,398,city,MG
Itatiaiuçu,3133709,564,5012.44223,2021-09-22,0.0603,34,11252.0,11146.0,True,376,city,MG
Itaú de Minas,3133758,2395,14784.86326,2021-09-22,0.015,36,16199.0,16108.0,True,368,city,MG
Itaúna,3133808,11810,12584.31276,2021-09-22,0.0229,271,93847.0,93214.0,True,389,city,MG
Itaverava,3133907,118,2197.8022,2021-09-22,0.0254,3,5369.0,5419.0,True,333,city,MG
Itinga,3134004,526,3501.53109,2021-09-22,0.0285,15,15022.0,14990.0,True,348,city,MG
Itueta,3134103,1120,18472.70328,2021-09-22,0.0036,4,6063.0,6051.0,True,318,city,MG
Ituiutaba,3134202,16740,15904.23258,2021-09-22,0.0263,440,105255.0,104671.0,True,394,city,MG
Itumirim,3134301,273,4550.0,2021-09-22,0.0293,8,6000.0,6023.0,True,370,city,MG
Iturama,3134400,6307,15890.65256,2021-09-22,0.0371,234,39690.0,39263.0,True,337,city,MG
Itutinga,3134509,164,4352.44161,2021-09-22,0.0183,3,3768.0,3788.0,True,317,city,MG
Jaboticatubas,3134608,1782,8727.5933,2021-09-22,0.0241,43,20418.0,20143.0,True,394,city,MG
Jacinto,3134707,1082,8780.32947,2021-09-22,0.0176,19,12323.0,12326.0,True,327,city,MG
Jacuí,3134806,1030,13392.27669,2021-09-22,0.035,36,7691.0,7686.0,True,317,city,MG
Jacutinga,3134905,2617,9964.20956,2021-09-22,0.0191,50,26264.0,25979.0,True,362,city,MG
Jaguaraçu,3135001,432,13749.20433,2021-09-22,0.0255,11,3142.0,3133.0,True,347,city,MG
Jaíba,3135050,2874,7296.63857,2021-09-22,0.0216,62,39388.0,38909.0,True,330,city,MG
Jampruca,3135076,266,4899.61319,2021-09-22,0.0188,5,5429.0,5404.0,True,339,city,MG
Janaúba,3135100,5557,7716.12652,2021-09-22,0.0252,140,72018.0,71648.0,True,400,city,MG
Januária,3135209,3557,5242.29205,2021-09-22,0.0219,78,67852.0,67742.0,True,348,city,MG
Japaraíba,3135308,399,9101.27737,2021-09-22,0.0175,7,4384.0,4350.0,True,355,city,MG
Japonvar,3135357,360,4510.14783,2021-09-22,0.0139,5,7982.0,7969.0,True,334,city,MG
Jeceaba,3135407,397,8182.19291,2021-09-22,0.0202,8,4852.0,4912.0,True,399,city,MG
Jenipapo de Minas,3135456,175,2261.5663,2021-09-22,0.0286,5,7738.0,7692.0,True,317,city,MG
Jequeri,3135506,710,5765.32684,2021-09-22,0.0324,23,12315.0,12386.0,True,317,city,MG
Jequitaí,3135605,338,4525.9775,2021-09-22,0.0266,9,7468.0,7531.0,True,319,city,MG
Jequitibá,3135704,479,9199.15498,2021-09-22,0.0209,10,5207.0,5211.0,True,359,city,MG
Jequitinhonha,3135803,1899,7454.65965,2021-09-22,0.0105,20,25474.0,25391.0,True,370,city,MG
Jesuânia,3135902,266,5564.85356,2021-09-22,0.0376,10,4780.0,4787.0,True,327,city,MG
Joaíma,3136009,1228,7945.64866,2021-09-22,0.0358,44,15455.0,15432.0,True,355,city,MG
Joanésia,3136108,389,8690.79535,2021-09-22,0.0463,18,4476.0,4573.0,True,340,city,MG
João Monlevade,3136207,10509,13068.29487,2021-09-22,0.0231,243,80416.0,79910.0,True,396,city,MG
João Pinheiro,3136306,5376,11264.30038,2021-09-22,0.0193,104,47726.0,47452.0,True,339,city,MG
Joaquim Felício,3136405,296,6261.89972,2021-09-22,0.0135,4,4727.0,4695.0,True,348,city,MG
Jordânia,3136504,982,9057.36949,2021-09-22,0.0143,14,10842.0,10812.0,True,339,city,MG
José Gonçalves de Minas,3136520,137,3053.26499,2021-09-22,0.0073,1,4487.0,4501.0,True,326,city,MG
