city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population,estimated_population_2019,is_last,order_for_place,place_type,state
Currais,2203230,386,7769.72625,2022-03-26,0.0078,3,4968.0,4954.0,True,685,city,PI
Curralinhos,2203255,509,11415.1155,2022-03-26,0.0059,3,4459.0,4443.0,True,664,city,PI
Curral Novo do Piauí,2203271,309,5757.40637,2022-03-26,0.0065,2,5367.0,5343.0,True,666,city,PI
Demerval Lobão,2203305,3806,27500.0,2022-03-26,0.0102,39,13840.0,13817.0,True,706,city,PI
Dirceu Arcoverde,2203354,308,4381.84664,2022-03-26,0.0325,10,7029.0,7011.0,True,676,city,PI
Dom Expedito Lopes,2203404,655,9462.58307,2022-03-26,0.0183,12,6922.0,6904.0,True,681,city,PI
Domingos Mourão,2203420,276,6338.99862,2022-03-26,0.0145,4,4354.0,4355.0,True,669,city,PI
Dom Inocêncio,2203453,321,3355.98536,2022-03-26,0.0218,7,9565.0,9556.0,True,674,city,PI
Elesbão Veloso,2203503,716,4912.52144,2022-03-26,0.0461,33,14575.0,14602.0,True,696,city,PI
Eliseu Martins,2203602,301,6105.47667,2022-03-26,0.0532,16,4930.0,4915.0,True,621,city,PI
Esperantina,2203701,2945,7390.58422,2022-03-26,0.0316,93,39848.0,39737.0,True,705,city,PI
Fartura do Piauí,2203750,189,3553.29949,2022-03-26,0.0317,6,5319.0,5307.0,True,695,city,PI
Flores do Piauí,2203800,188,4213.35724,2022-03-26,0.0266,5,4462.0,4463.0,True,655,city,PI
Floresta do Piauí,2203859,101,3945.3125,2022-03-26,0.0396,4,2560.0,2558.0,True,651,city,PI
Floriano,2203909,9801,16328.19658,2022-03-26,0.0184,180,60025.0,59935.0,True,703,city,PI
Francinópolis,2204006,76,1421.35777,2022-03-26,0.0789,6,5347.0,5348.0,True,705,city,PI
Francisco Ayres,2204105,436,10085.58871,2022-03-26,0.0161,7,4323.0,4348.0,True,692,city,PI
Francisco Macedo,2204154,501,15656.25,2022-03-26,0.012,6,3200.0,3184.0,True,610,city,PI
Francisco Santos,2204204,692,7383.69612,2022-03-26,0.0116,8,9372.0,9319.0,True,689,city,PI
Fronteiras,2204303,1091,9357.57784,2022-03-26,0.0101,11,11659.0,11625.0,True,684,city,PI
Geminiano,2204352,517,9468.86447,2022-03-26,0.0116,6,5460.0,5442.0,True,642,city,PI
Gilbués,2204402,908,8490.74247,2022-03-26,0.0077,7,10694.0,10690.0,True,667,city,PI
Guadalupe,2204501,1474,14042.10727,2022-03-26,0.019,28,10497.0,10499.0,True,666,city,PI
Guaribas,2204550,108,2364.2732,2022-03-26,0.0185,2,4568.0,4562.0,True,622,city,PI
Hugo Napoleão,2204600,811,20907.45037,2022-03-26,0.0111,9,3879.0,3877.0,True,673,city,PI
Ilha Grande,2204659,1292,13661.83779,2022-03-26,0.0163,21,9457.0,9426.0,True,698,city,PI
Inhuma,2204709,1778,11606.50173,2022-03-26,0.0157,28,15319.0,15308.0,True,706,city,PI
Ipiranga do Piauí,2204808,846,8599.3088,2022-03-26,0.0225,19,9838.0,9811.0,True,684,city,PI
Isaías Coelho,2204907,914,10670.09106,2022-03-26,0.0098,9,8566.0,8549.0,True,664,city,PI
Itainópolis,2205003,1394,12068.2192,2022-03-26,0.0093,13,11551.0,11530.0,True,668,city,PI
Itaueira,2205102,206,1867.97243,2022-03-26,0.1311,27,11028.0,11019.0,True,702,city,PI
Jacobina do Piauí,2205151,402,7016.9314,2022-03-26,0.01,4,5729.0,5741.0,True,634,city,PI
Jaicós,2205201,2513,13109.02452,2022-03-26,0.0167,42,19170.0,19104.0,True,673,city,PI
Jardim do Mulato,2205250,278,6159.98227,2022-03-26,0.0144,4,4513.0,4504.0,True,593,city,PI
Jatobá do Piauí,2205276,385,7897.4359,2022-03-26,0.026,10,4875.0,4865.0,True,654,city,PI
Jerumenha,2205300,211,4744.77176,2022-03-26,0.0332,7,4447.0,4452.0,True,659,city,PI
João Costa,2205359,319,10615.6406,2022-03-26,0.0125,4,3005.0,3008.0,True,597,city,PI
Joaquim Pires,2205409,1682,11700.05565,2022-03-26,0.019,32,14376.0,14354.0,True,672,city,PI
Joca Marques,2205458,613,11214.78229,2022-03-26,0.0131,8,5466.0,5443.0,True,645,city,PI
José de Freitas,2205508,6718,17078.50315,2022-03-26,0.0131,88,39336.0,39208.0,True,698,city,PI
Juazeiro do Piauí,2205516,532,9699.17958,2022-03-26,0.0075,4,5485.0,5478.0,True,673,city,PI
Júlio Borges,2205524,150,2659.57447,2022-03-26,0.1,15,5640.0,5627.0,True,690,city,PI
Jurema,2205532,307,6426.62759,2022-03-26,0.0228,7,4777.0,4763.0,True,632,city,PI
Lagoa Alegre,2205557,374,4360.49901,2022-03-26,0.0348,13,8577.0,8542.0,True,644,city,PI
Lagoa de São Francisco,2205573,605,8927.25395,2022-03-26,0.0066,4,6777.0,6758.0,True,662,city,PI
Lagoa do Barro do Piauí,2205565,1065,22873.71134,2022-03-26,0.0085,9,4656.0,4655.0,True,703,city,PI
Lagoa do Piauí,2205581,1057,25938.65031,2022-03-26,0.0057,6,4075.0,4064.0,True,679,city,PI
Lagoa do Sítio,2205599,97,1866.10235,2022-03-26,0.134,13,5198.0,5177.0,True,676,city,PI
